iter	Logloss
0	0.2816790744
1	0.1725013912
2	0.119372316
3	0.09962193919
4	0.08651956182
5	0.07819400695
6	0.0726633702
7	0.06956733287
8	0.06743201238
9	0.06357533179
10	0.06069295215
11	0.05520476387
12	0.05283532455
13	0.05196469292
14	0.05040059579
15	0.04821028481
16	0.04516034696
17	0.04356521629
18	0.04089253662
19	0.03967701437
20	0.03836055736
21	0.03664194291
22	0.03493294375
23	0.03321954713
24	0.03205737464
25	0.03192371756
26	0.0306105993
27	0.02929958554
28	0.02869775176
29	0.02760065621
30	0.02597141747
31	0.02551751405
32	0.02413963849
33	0.02338766822
34	0.02252064141
35	0.02168597292
36	0.0204555695
37	0.02017111632
38	0.01908516225
39	0.0184714202
40	0.01776970483
41	0.01705654311
42	0.01634705642
43	0.01562405953
44	0.01524367231
45	0.01459592012
46	0.01421873492
47	0.01394357739
48	0.01365201342
49	0.01298928121
50	0.01236745097
51	0.01206469841
52	0.01172944619
53	0.01133444941
54	0.01117011169
55	0.01101677965
56	0.01077445344
57	0.01052379884
58	0.01033463392
59	0.01000035911
60	0.009668435473
61	0.009431619953
62	0.009086172258
63	0.008807778519
64	0.008459052126
65	0.008316859714
66	0.008200603109
67	0.008053920848
68	0.007918745904
69	0.00770438194
70	0.007439560294
71	0.007260917883
72	0.007121768591
73	0.007036953864
74	0.006884144714
75	0.006744927058
76	0.00659138392
77	0.00639470682
78	0.006242012688
79	0.006108593958
80	0.005985950867
81	0.005867488139
82	0.005715736783
83	0.005599594272
84	0.005486808524
85	0.005364940994
86	0.005280760019
87	0.005204867712
88	0.005065149336
89	0.00498138224
90	0.004948889498
91	0.004872460904
92	0.004821294639
93	0.004728504424
94	0.004630522707
95	0.00455564893
96	0.004491511528
97	0.004440350807
98	0.004394340478
99	0.004321870064
100	0.004247252652
101	0.004180795957
102	0.004147228792
103	0.004052405212
104	0.004013174924
105	0.003979372643
106	0.003910280702
107	0.003831269289
108	0.003786413757
109	0.00374844266
110	0.003696128296
111	0.003644824842
112	0.003620648483
113	0.003563525315
114	0.003519705173
115	0.003458310645
116	0.003418253523
117	0.003343188743
118	0.003315243821
119	0.003261682508
120	0.003214122904
121	0.003171188029
122	0.003135657248
123	0.003102390792
124	0.003073691326
125	0.003040622109
126	0.002991902165
127	0.002945068236
128	0.002906636837
129	0.002884776306
130	0.002843104086
131	0.002804149795
132	0.002775546408
133	0.002752662497
134	0.002718830653
135	0.002687854159
136	0.002658347489
137	0.002628414007
138	0.002597228264
139	0.002581148876
140	0.002545004206
141	0.002514608112
142	0.002495007519
143	0.002469231073
144	0.002431881719
145	0.002412349028
146	0.00237338342
147	0.002356489208
148	0.002327611441
149	0.002313036522
150	0.002292656441
151	0.002271712127
152	0.002254397107
153	0.002240796837
154	0.002229012369
155	0.002215719043
156	0.002191431593
157	0.00216513087
158	0.002141833542
159	0.002124203724
160	0.002105259748
161	0.002082310245
162	0.002058876651
163	0.002036422325
164	0.002015328348
165	0.002000034916
166	0.001987126599
167	0.001976215388
168	0.001953677224
169	0.001932806816
170	0.001908973778
171	0.001892978229
172	0.001882893737
173	0.001861754493
174	0.001844314755
175	0.001835274314
176	0.001813485497
177	0.001796191494
178	0.001783188139
179	0.001769026984
180	0.001753478572
181	0.001735505895
182	0.001713228483
183	0.001703744024
184	0.001691256977
185	0.001672159875
186	0.001663853424
187	0.001648433771
188	0.001637595197
189	0.001621017746
190	0.001609537798
191	0.001596192276
192	0.001586416692
193	0.001573887842
194	0.001560040214
195	0.001547155109
196	0.001536419658
197	0.001523717474
198	0.001513913943
199	0.001500517033
200	0.001483245202
201	0.001471159217
202	0.001461627642
203	0.001453832649
204	0.001443369846
205	0.001432657606
206	0.001423806552
207	0.001416226468
208	0.001407774396
209	0.00140041176
210	0.001391551583
211	0.001382784021
212	0.001376615559
213	0.001371395763
214	0.001361978859
215	0.001354794639
216	0.001349950729
217	0.001338512007
218	0.001327880257
219	0.001321359583
220	0.001315087767
221	0.00130802711
222	0.001299825398
223	0.001291283137
224	0.001285914603
225	0.001279254545
226	0.001269172709
227	0.001258166458
228	0.001249344621
229	0.001242306597
230	0.001236118735
231	0.001230697543
232	0.001223270353
233	0.001217965102
234	0.001208787934
235	0.001199202891
236	0.001189771321
237	0.001182702812
238	0.001177289934
239	0.001173687199
240	0.001167224034
241	0.001162344672
242	0.001157262758
243	0.00114855028
244	0.001144862899
245	0.0011394245
246	0.001132722638
247	0.001126873478
248	0.001120907453
249	0.001111655915
250	0.001106324104
251	0.001098535925
252	0.001091566497
253	0.001085671029
254	0.001081578661
255	0.001073541393
256	0.001068221014
257	0.001062897632
258	0.001055578994
259	0.001050266699
260	0.001045060067
261	0.00103987607
262	0.001034416423
263	0.00103126914
264	0.001024440828
265	0.001018819856
266	0.001017477174
267	0.001011825137
268	0.001007717295
269	0.001003541666
270	0.0009982635527
271	0.0009927412
272	0.0009861871521
273	0.0009778872826
274	0.0009739543919
275	0.0009705952042
276	0.0009673636792
277	0.0009613037109
278	0.0009540565541
279	0.0009497719123
280	0.0009456408586
281	0.000942857972
282	0.0009357421733
283	0.0009330644887
284	0.0009289224066
285	0.0009242000392
286	0.0009211018933
287	0.0009182594192
